rowid,fiscal_year,agency_name,payee_name,payee_zip,amount,purpose_of_payment_baltimore_county_only,mbe,payee_name_clean,payee_zip5,payee_name_refined,slug
902,2019,BALTIMORE CITY PUBLIC SCHOOLS,ACHIEVE 3000 INC,08701,60364.4,NA,NA,ACHIEVE 3000 INC,08701,ACHIEVE3000 INC,baltimore-city
903,2019,BALTIMORE CITY PUBLIC SCHOOLS,JAMES ROBERT WHATTAM,19958,60493.52,NA,NA,JAMES ROBERT WHATTAM,19958,JAMES ROBERT WHATTAM,baltimore-city
904,2019,BALTIMORE CITY PUBLIC SCHOOLS,COMMUNITY REHAB ASSOCIATES INC,33703,60501,NA,NA,COMMUNITY REHAB ASSOCIATES INC,33703,COMMUNITY REHAB ASSOCIATES INC,baltimore-city
905,2019,BALTIMORE CITY PUBLIC SCHOOLS,PUBLIC CONSULTING GROUP INC,02284,62096.5,NA,NA,PUBLIC CONSULTING GROUP INC,02284,PUBLIC CONSULTING GROUP INC,baltimore-city
906,2019,BALTIMORE CITY PUBLIC SCHOOLS,EASTERS LOCK & ACCESS SYSTEMS INC,21234,62430.48,NA,NA,EASTERS LOCK & ACCESS SYSTEMS INC,21234,EASTERS LOCK & ACCESS SYSTEMS INC,baltimore-city
907,2019,BALTIMORE CITY PUBLIC SCHOOLS,K & A CONTRACTING INC,21784,63237,NA,NA,K & A CONTRACTING INC,21784,K & A CONTRACTING INC,baltimore-city
908,2019,BALTIMORE CITY PUBLIC SCHOOLS,ACCESS ART INC,21230,63401.44,NA,NA,ACCESS ART INC,21230,ACCESS ART INC,baltimore-city
909,2019,BALTIMORE CITY PUBLIC SCHOOLS,SUBURBAN ACE,21030,64233.66,NA,NA,SUBURBAN ACE,21030,SUBURBAN ACE,baltimore-city
910,2019,BALTIMORE CITY PUBLIC SCHOOLS,STARLIGHT SECURITY INC,20705,64991.33,NA,NA,STARLIGHT SECURITY INC,20705,STARLIGHT SECURITY INC,baltimore-city
911,2019,BALTIMORE CITY PUBLIC SCHOOLS,DIVERSIFIED SIGN LANGUAGE SERVICES LLC,21045,65194.26,NA,NA,DIVERSIFIED SIGN LANGUAGE SERVICES LLC,21045,DIVERSIFIED SIGN LANGUAGE SERVICES LLC,baltimore-city
912,2019,BALTIMORE CITY PUBLIC SCHOOLS,VITALIS HEALTHCARE SERVICES LLC,20910,65232.5,NA,NA,VITALIS HEALTHCARE SERVICES LLC,20910,VITALIS HEALTHCARE SERVICES LLC,baltimore-city
913,2019,BALTIMORE CITY PUBLIC SCHOOLS,UNCLAIMED PROPERTY FOR STATE OF MD,21201,65330.08,NA,NA,UNCLAIMED PROPERTY FOR STATE OF MD,21201,UNCLAIMED PROPERTY FOR STATE OF MD,baltimore-city
914,2019,BALTIMORE CITY PUBLIC SCHOOLS,ANNE ARUNDEL COUNTY PUBLIC SCHOOLS,21401,65816,NA,NA,ANNE ARUNDEL COUNTY PUBLIC SCHOOLS,21401,ANNE ARUNDEL COUNTY PUBLIC SCHOOLS,baltimore-city
915,2019,BALTIMORE CITY PUBLIC SCHOOLS,IVANTI INC,84095,66029.04,NA,NA,IVANTI INC,84095,IVANTI INC,baltimore-city
916,2019,BALTIMORE CITY PUBLIC SCHOOLS,PRIORITY PLUS ENTERPRISES LLC,21230,66539.57,NA,NA,PRIORITY PLUS ENTERPRISES LLC,21230,PRIORITY PLUS ENTERPRISES LLC,baltimore-city
917,2019,BALTIMORE CITY PUBLIC SCHOOLS,SCANTRON CORPORATION,60673,66550.94,NA,NA,SCANTRON CORPORATION,60673,SCANTRON CORPORATION,baltimore-city
918,2019,BALTIMORE CITY PUBLIC SCHOOLS,GRAFTON,22604,66831,NA,NA,GRAFTON,22604,GRAFTON,baltimore-city
919,2019,BALTIMORE CITY PUBLIC SCHOOLS,FRATERNAL ORDER OF POLICE,21214,67548.96,NA,NA,FRATERNAL ORDER OF POLICE,21214,FRATERNAL ORDER OF POLICE,baltimore-city
920,2019,BALTIMORE CITY PUBLIC SCHOOLS,PASTORE'S OF ROSEDALE INC,21237,68637.52,NA,NA,PASTORE'S OF ROSEDALE INC,21237,PASTORE'S OF ROSEDALE INC,baltimore-city
921,2019,BALTIMORE CITY PUBLIC SCHOOLS,MARYLAND DEPARTMENT OF HUMAN SERVICES,21201,69367.63,NA,NA,MARYLAND DEPARTMENT OF HUMAN SERVICES,21201,MARYLAND DEPARTMENT OF HUMAN SERVICES,baltimore-city
922,2019,BALTIMORE CITY PUBLIC SCHOOLS,SHC,75267,69552,NA,NA,SHC,75267,SHC,baltimore-city
923,2019,BALTIMORE CITY PUBLIC SCHOOLS,A MORTON THOMAS AND ASSOCIATES INC,20850,70215.71,NA,NA,A MORTON THOMAS AND ASSOCIATES INC,20850,A MORTON THOMAS AND ASSOCIATES INC,baltimore-city
924,2019,BALTIMORE CITY PUBLIC SCHOOLS,PERMA-BOUND,62650,70234.28,NA,NA,PERMA-BOUND,62650,PERMA-BOUND,baltimore-city
925,2019,BALTIMORE CITY PUBLIC SCHOOLS,ETA HAND2MIND,60678,70398.94,NA,NA,ETA HAND2MIND,60678,ETA HAND2MIND,baltimore-city
926,2019,BALTIMORE CITY PUBLIC SCHOOLS,EDUCATORS PUBLISHING SERVICE (EPS),60693,70692.23,NA,NA,EDUCATORS PUBLISHING SERVICE (EPS),60693,EDUCATORS PUBLISHING SERVICE,baltimore-city
927,2019,BALTIMORE CITY PUBLIC SCHOOLS,UNIVERSITY OF BALTIMORE,21201,71487,NA,NA,UNIVERSITY OF BALTIMORE,21201,UNIVERSITY OF BALTIMORE,baltimore-city
928,2019,BALTIMORE CITY PUBLIC SCHOOLS,AMPLIFY EDUCATION INC,11201,71520,NA,NA,AMPLIFY EDUCATION INC,11201,AMPLIFY EDUCATION INC,baltimore-city
929,2019,BALTIMORE CITY PUBLIC SCHOOLS,POL ADVISERS LLC,21207,73000,NA,NA,POL ADVISERS LLC,21207,POL ADVISERS LLC,baltimore-city
930,2019,BALTIMORE CITY PUBLIC SCHOOLS,COMPTROLLER OF MARYLAND,21411,73714.91,NA,NA,COMPTROLLER OF MARYLAND,21411,COMPTROLLER OF MARYLAND,baltimore-city
931,2019,BALTIMORE CITY PUBLIC SCHOOLS,GERARD R VETTER,38101,74673.56,NA,NA,GERARD R VETTER,38101,GERARD R VETTER,baltimore-city
932,2019,BALTIMORE CITY PUBLIC SCHOOLS,UMBC,21250,75000,NA,NA,UMBC,21250,UMBC,baltimore-city
933,2019,BALTIMORE CITY PUBLIC SCHOOLS,AECOM TECHNICAL SERVICE INC,60674,75940.81,NA,NA,AECOM TECHNICAL SERVICE INC,60674,AECOM TECHNICAL SERVICE INC,baltimore-city
934,2019,BALTIMORE CITY PUBLIC SCHOOLS,SHOREHAVEN INC,21921,76174.76,NA,NA,SHOREHAVEN INC,21921,SHOREHAVEN INC,baltimore-city
935,2019,BALTIMORE CITY PUBLIC SCHOOLS,BOARD OF EDUCATION OF PRINCE GEORGES CO,20772,76208,NA,NA,BOARD OF EDUCATION OF PRINC GEORGES CO,20772,BOARD OF EDUCATION OF PRINC GEORGES CO,baltimore-city
936,2019,BALTIMORE CITY PUBLIC SCHOOLS,IMAGINE LEARNING INC,84604,76619,NA,NA,IMAGINE LEARNING INC,84604,IMAGINE LEARNING,baltimore-city
937,2019,BALTIMORE CITY PUBLIC SCHOOLS,MARYLAND SCIENCE CENTER,21230,78985.44,NA,NA,MARYLAND SCIENCE CENTER,21230,MARYLAND SCIENCE CENTER,baltimore-city
938,2019,BALTIMORE CITY PUBLIC SCHOOLS,UNIVERSITY OF VIRGINIA,22904,80391.93,NA,NA,UNIVERSITY OF VIRGINIA,22904,UNIVERSITY OF VIRGINIA,baltimore-city
939,2019,BALTIMORE CITY PUBLIC SCHOOLS,CRC- SALOMON,21208,81568.24,NA,NA,CRC- SALOMON,21208,CRC SALOMON,baltimore-city
940,2019,BALTIMORE CITY PUBLIC SCHOOLS,C & W CONSTRUCTION COMPANY,21009,82457,NA,NA,C & W CONSTRUCTION COMPANY,21009,C&W CONSTRUCTION COMPANY,baltimore-city
941,2019,BALTIMORE CITY PUBLIC SCHOOLS,COGNIZANT TECHNOLOGY SOLUTIONS U. S. CORPORATION,60673,82833.26,NA,NA,COGNIZANT TECHNOLOGY SOLUTIONS U S. CORPORATION,60673,COGNIZANT TECHNOLOGY SOLUTIONS U S. CORPORATION,baltimore-city
942,2019,BALTIMORE CITY PUBLIC SCHOOLS,GUARDIAN LANDSCAPING,21219,83010,NA,NA,GUARDIAN LANDSCAPING,21219,GUARDIAN LANDSCAPING,baltimore-city
943,2019,BALTIMORE CITY PUBLIC SCHOOLS,KEYS DEVELOPMENT TA LLC,21217,84080.01,NA,NA,KEYS DEVELOPMENT TA LLC,21217,KEYS DEVELOPMENT TA LLC,baltimore-city
944,2019,BALTIMORE CITY PUBLIC SCHOOLS,WORKBENCH,21230,84480.73,NA,NA,WORKBENCH,21230,WORKBENCH,baltimore-city
945,2019,BALTIMORE CITY PUBLIC SCHOOLS,TRELLIS SERVICES LLC,21152,84677.59,NA,NA,TRELLIS SERVICES LLC,21152,TRELLIS SERVICES LLC,baltimore-city
946,2019,BALTIMORE CITY PUBLIC SCHOOLS,GENERAL HEALTHCARE RESOURCES,19428,84909,NA,NA,GENERAL HEALTHCARE RESOURCES,19428,GENERAL HEALTHCARE RESOURCES,baltimore-city
947,2019,BALTIMORE CITY PUBLIC SCHOOLS,MPOLO BUSINESS SOLUTIONS LLC,21202,85010,NA,NA,MPOLO BUSINESS SOLUTIONS LLC,21202,MPOLO BUSINESS SOLUTIONS LLC,baltimore-city
948,2019,BALTIMORE CITY PUBLIC SCHOOLS,UNITED WAY OF CENTRAL MD,21264,85179.02,NA,NA,UNITED WAY OF CENTRAL MD,21264,UNITED WAY OF CENTRAL MARYLAND,baltimore-city
949,2019,BALTIMORE CITY PUBLIC SCHOOLS,MAXIM HEALTHCARE SERVICES INC,21046,85953.75,NA,NA,MAXIM HEALTHCARE SERVICES INC,21046,MAXIM HEALTHCARE SERVICES,baltimore-city
950,2019,BALTIMORE CITY PUBLIC SCHOOLS,ST VINCENT DE PAUL OF BALTIMORE,21218,86000,NA,NA,ST VINCNT DE PAUL OF BALTIMORE,21218,ST VINCNT DE PAUL OF BALTIMORE,baltimore-city
951,2019,BALTIMORE CITY PUBLIC SCHOOLS,BANK OF AMERICA,19886,87997.14,NA,NA,BANK OF AMERICA,19886,BANK OF AMERICA,baltimore-city
952,2019,BALTIMORE CITY PUBLIC SCHOOLS,AUDIO VISUAL INNOVATIONS INC,02284,88629.49,NA,NA,AUDIO VISUAL INNOVATIONS INC,02284,AUDIO VISUAL INNOVATIONS INC,baltimore-city
953,2019,BALTIMORE CITY PUBLIC SCHOOLS,RUDOLPHS OFFICE & COMPUTER,21075,89289.35,NA,NA,RUDOLPHS OFFICE & COMPUTER,21075,RUDOLPH'S OFFICE & COMPUTER SUPPLY INC,baltimore-city
954,2019,BALTIMORE CITY PUBLIC SCHOOLS,FRONTLINE TECHNOLOGIES GROUP LLC,19178,90206.7,NA,NA,FRONTLINE TECHNOLOGIES GROUP LLC,19178,FRONTLINE TECHNOLOGIES GROUP,baltimore-city
955,2019,BALTIMORE CITY PUBLIC SCHOOLS,HEARTLAND PAYMENT SYSTEMS INC,47130,90703,NA,NA,HEARTLAND PAYMENT SYSTEMS INC,47130,HEARTLAND PAYMENT SYSTEMS,baltimore-city
956,2019,BALTIMORE CITY PUBLIC SCHOOLS,NUMERICAL CONSULTING LLC,20718,90979,NA,NA,NUMERICAL CONSULTING LLC,20718,NUMERICAL CONSULTING LLC,baltimore-city
957,2019,BALTIMORE CITY PUBLIC SCHOOLS,TOTAL ENVIRONMENTAL CONCEPTS INC,20877,91411.04,NA,NA,TOTAL ENVIRONMENTAL CONCEPTS INC,20877,TOTAL ENVIRONMENTAL CONCEPTS INC,baltimore-city
958,2019,BALTIMORE CITY PUBLIC SCHOOLS,KAPLAN EARLY LEARNING CO,28289,91558.81,NA,NA,KAPLAN EARLY LEARNING CO,28289,KAPLAN EARLY LEARNING,baltimore-city
959,2019,BALTIMORE CITY PUBLIC SCHOOLS,CURRICULUM ASSOCIATE LLC,01888,92002.16,NA,NA,CURRICULUM ASSOCIATE LLC,01888,CURRICULUM ASSOCIATES,baltimore-city
960,2019,BALTIMORE CITY PUBLIC SCHOOLS,"THE STEEDMAN LAW GROUP, LLC",21093,92302.25,NA,NA,THE STEEDMAN LAW GROUP LLC,21093,THE STEEDMAN LAW GROUP LLC,baltimore-city
961,2019,BALTIMORE CITY PUBLIC SCHOOLS,APEX LEARNING INC,98161,94180,NA,NA,APEX LEARNING INC,98161,APEX LEARNING INC,baltimore-city
962,2019,BALTIMORE CITY PUBLIC SCHOOLS,HORACE MANN LIFE INS CO,62708,94290.4,NA,NA,HORACE MANN LIFE INS CO,62708,HORACE MANN LIFE INSURANCE,baltimore-city
963,2019,BALTIMORE CITY PUBLIC SCHOOLS,CLYDE MCHENRY INC,20781,96085.25,NA,NA,CLYDE MCHENRY INC,20781,CLYDE MCHENRY INC,baltimore-city
964,2019,BALTIMORE CITY PUBLIC SCHOOLS,JUNIOR ACHIEVEMENT OF CENTRAL,21117,96246,NA,NA,JUNIOR ACHIEVEMENT OF CENTRAL,21117,JUNIOR ACHIEVEMENT OF CENTRAL,baltimore-city
965,2019,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE DESIGN SCHOOL INC,21202,98146,NA,NA,BALTIMORE DESIGN SCHOOL INC,21202,BALTIMORE DESIGN SCHOOL INC,baltimore-city
966,2019,BALTIMORE CITY PUBLIC SCHOOLS,LANGUAGES TRANSLATION SERVICES,98023,98182.7,NA,NA,LANGUAGES TRANSLATION SERVICES,98023,LANGUAGES TRANSLATION SERVICES,baltimore-city
967,2019,BALTIMORE CITY PUBLIC SCHOOLS,U S BANK NATIONAL ASSOCIATION ND,63179,98491.58,NA,NA,U S BANK NATIONAL ASSOCIATION ND,63179,US BANK NATIONAL ASSOCIATION,baltimore-city
968,2019,BALTIMORE CITY PUBLIC SCHOOLS,BRING THE NOISE NETWORK,48007,98685.72,NA,NA,BRING THE NOISE NETWORK,48007,BRING THE NOISE NETWORK,baltimore-city
969,2019,BALTIMORE CITY PUBLIC SCHOOLS,"BALTIMORE ALGEBRA PROJECT, INC",21202,99000,NA,NA,BALTIMORE ALGEBRA PROJECT INC,21202,BALTIMORE ALGEBRA PROJECT INC,baltimore-city
970,2019,BALTIMORE CITY PUBLIC SCHOOLS,KENNEDY KRIEGER EDUCATION AND COMMUNITY SERVICES INC,21205,100000,NA,NA,KENNEDY KRIEGER EDUCATION AND COMMUNITY SERVICES INC,21205,KENNEDY KRIEGER EDUCATION AND COMMUNITY SERVICES INC,baltimore-city
971,2019,BALTIMORE CITY PUBLIC SCHOOLS,ACTIVATE LEARNING LLC,06836,101474.53,NA,NA,ACTIVATE LEARNING LLC,06836,ACTIVATE LEARNING LLC,baltimore-city
972,2019,BALTIMORE CITY PUBLIC SCHOOLS,GEORGE VAETH ASSOC INC,21045,105634.25,NA,NA,GEORGE VAETH ASSOC INC,21045,GEORGE VAETH ASSOC INC,baltimore-city
973,2019,BALTIMORE CITY PUBLIC SCHOOLS,"FILE-X DOCUMENT IMAGING SERVICES, INC",19073,106584.6,NA,NA,FILE-X DOCUMENT IMAGING SERVICES INC,19073,FILE-X DOCUMENT IMAGING SERVICES INC,baltimore-city
974,2019,BALTIMORE CITY PUBLIC SCHOOLS,E RATE ELITE SERVICES INC.,21117,107400,NA,NA,E RATE ELITE SERVICES INC,21117,E-RATE ELITE SERVICES INC,baltimore-city
975,2019,BALTIMORE CITY PUBLIC SCHOOLS,FLIPPEN GROUP LLC,77845,107587.5,NA,NA,FLIPPEN GROUP LLC,77845,FLIPPEN GROUP LLC,baltimore-city
976,2019,BALTIMORE CITY PUBLIC SCHOOLS,HENRY ADAMS LLC,21204,108743.95,NA,NA,HENRY ADAMS LLC,21204,HENRY ADAMS LLC,baltimore-city
977,2019,BALTIMORE CITY PUBLIC SCHOOLS,SCHOOL HEALTH CORP,60678,108831.71,NA,NA,SCHOOL HEALTH CORP,60678,SCHOOL HEALTH CORP,baltimore-city
978,2019,BALTIMORE CITY PUBLIC SCHOOLS,"LANIER ELECTRONICS GROUP, INC",20774,109304.26,NA,NA,LANIER ELECTRONICS GROUP INC,20774,LANIER ELECTRONICS GROUP INC,baltimore-city
979,2019,BALTIMORE CITY PUBLIC SCHOOLS,ROBERT S THOMAS II,38101,109582.52,NA,NA,ROBERT S THOMAS II,38101,ROBERT S THOMAS II,baltimore-city
980,2019,BALTIMORE CITY PUBLIC SCHOOLS,SPARKS QUALITY FENCE CO,21206,112157.81,NA,NA,SPARKS QUALITY FENCE CO,21206,SPARKS QUALITY FENCE CO,baltimore-city
981,2019,BALTIMORE CITY PUBLIC SCHOOLS,BEACON HEALTH OPTIONS INC,30353,113721.08,NA,NA,BEACON HEALTH OPTIONS INC,30353,BEACON HEALTH OPTIONS INC,baltimore-city
982,2019,BALTIMORE CITY PUBLIC SCHOOLS,JOHNS HOPKINS/ BAYVIEW MED CTR,21224,114932,NA,NA,JOHNS HOPKINS/ BAYVIEW MED CTR,21224,JOHNS HOPKINS/ BAYVIEW MED CTR,baltimore-city
983,2019,BALTIMORE CITY PUBLIC SCHOOLS,ABUNDANT GRACE HEALTH CARE INC,21133,116393.18,NA,NA,ABUNDANT GRACE HEALTH CARE INC,21133,ABUNDANT GRACE HEALTH CARE INC,baltimore-city
984,2019,BALTIMORE CITY PUBLIC SCHOOLS,DIGICON CORPORATION,20855,116446.65,NA,NA,DIGICON CORPORATION,20855,DIGICON CORPORATION,baltimore-city
985,2019,BALTIMORE CITY PUBLIC SCHOOLS,JOHNSON CONTROLS INC,28290,117585.96,NA,NA,JOHNSON CONTROLS INC,28290,JOHNSON CONTROLS,baltimore-city
986,2019,BALTIMORE CITY PUBLIC SCHOOLS,SCHOOLDUDE.COM,27518,118146.4,NA,NA,SCHOOLDUDECOM,27518,SCHOOLDUDECOM,baltimore-city
987,2019,BALTIMORE CITY PUBLIC SCHOOLS,R K  TONGUE CO INC,21201,119865.47,NA,NA,R K TONGUE CO INC,21201,R K TONGUE CO INC,baltimore-city
988,2019,BALTIMORE CITY PUBLIC SCHOOLS,BNFS HOLD CO LLC,22201,120320.29,NA,NA,BNFS HOLD CO LLC,22201,BNFS HOLD CO LLC,baltimore-city
989,2019,BALTIMORE CITY PUBLIC SCHOOLS,RESTORATION ENGINEERING INC,22030,120684.47,NA,NA,RESTORATION ENGINEERING INC,22030,RESTORATION ENGINEERING INC,baltimore-city
990,2019,BALTIMORE CITY PUBLIC SCHOOLS,CATAPULT LEARNING,31193,121705.39,NA,NA,CATAPULT LEARNING,31193,CATAPULT LEARNING,baltimore-city
991,2019,BALTIMORE CITY PUBLIC SCHOOLS,PLAYWORKS EDUCATION ENERGIZED,94607,121758.2,NA,NA,PLAYWORKS EDUCATION ENERGIZED,94607,PLAYWORKS EDUCATION ENERGIZED,baltimore-city
992,2019,BALTIMORE CITY PUBLIC SCHOOLS,SAS INSTITUTE INC,30384,122542,NA,NA,SAS INSTITUTE INC,30384,SAS INSTITUTE INC,baltimore-city
993,2019,BALTIMORE CITY PUBLIC SCHOOLS,BORDEN CONSULTING,21228,123025,NA,NA,BORDEN CONSULTING,21228,BORDEN CONSULTING,baltimore-city
994,2019,BALTIMORE CITY PUBLIC SCHOOLS,TOTAL CONTRACTING INC,20706,123134.27,NA,NA,TOTAL CONTRACTING INC,20706,TOTAL CONTRACTING INC,baltimore-city
995,2019,BALTIMORE CITY PUBLIC SCHOOLS,PEARSON ASSESSMENTS,60693,123321.8,NA,NA,PEARSON ASSESSMENTS,60693,PEARSON ASSESSMENTS,baltimore-city
996,2019,BALTIMORE CITY PUBLIC SCHOOLS,CATAPULT LEARNING,08103,124349.11,NA,NA,CATAPULT LEARNING,08103,CATAPULT LEARNING,baltimore-city
997,2019,BALTIMORE CITY PUBLIC SCHOOLS,SCHOLASTIC INC,65102,124429.7,NA,NA,SCHOLASTIC INC,65102,SCHOLASTIC INC,baltimore-city
998,2019,BALTIMORE CITY PUBLIC SCHOOLS,NORTHBAY LLC,21901,128103.5,NA,NA,NORTHBAY LLC,21901,NORTHBAY LLC,baltimore-city
999,2019,BALTIMORE CITY PUBLIC SCHOOLS,"NANCY L SPENCER GRIGSBY, TRUSTEE",38101,128909.5,NA,NA,NANCY L SPENCER GRIGSBY TRUSTEE,38101,NANCY L SPENCER GRIGSBY TRUSTEE,baltimore-city
1000,2019,BALTIMORE CITY PUBLIC SCHOOLS,VEOLIA ENERGY BALTIMORE CORP,21230,129960.7,NA,NA,VEOLIA ENERGY BALTIMORE CORP,21230,VEOLIA ENERGY BALTIMORE CORP,baltimore-city
